IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
104.18.31.78,443,192.168.20.101,41810,TCP,33,12351,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.123.96,443,192.168.20.101,41298,TCP,23,8739,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.94.41,443,192.168.20.101,38234,UDP,19,13034,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
151.101.129.229,443,192.168.20.101,44020,TCP,146,121374,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
192.168.20.101,38946,95.101.235.205,443,TCP,144,119167,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
104.16.123.96,443,192.168.20.101,43579,UDP,21,13649,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.123.96,443,192.168.20.101,41304,TCP,141,61137,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.123.96,443,192.168.20.101,46728,UDP,21,13641,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
163.171.138.116,443,192.168.20.101,40540,TCP,130,117509,N/A | N/A,N/A | N/A,N/A | N/A,CDNetworks,IP Privato/Riservato
104.16.123.96,443,192.168.20.101,48680,UDP,23,15530,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,39482,84.17.59.115,443,TCP,143,121605,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,BUNNYCDN_MIL
172.66.0.201,443,192.168.20.101,38262,TCP,137,119373,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.16.174.226,443,192.168.20.101,49218,TCP,151,123392,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
103.21.244.9,443,192.168.20.101,38730,TCP,27,8520,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARE_103_21_244_0,IP Privato/Riservato
104.17.231.6,443,192.168.20.101,44922,TCP,27,8766,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.31.78,443,192.168.20.101,47504,UDP,23,14545,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.31.78,443,192.168.20.101,41832,TCP,39,14421,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,37324,8.8.4.4,443,UDP,45,30083,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,42804,44.237.199.172,443,TCP,150,59690,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZO-4
192.168.20.101,47554,8.8.4.4,853,TCP,19,3234,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,38898,216.239.38.223,443,TCP,27,10502,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,40644,8.8.4.4,443,UDP,41,27048,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,44014,8.8.4.4,443,UDP,107,37598,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
108.139.210.71,443,192.168.20.101,42668,UDP,147,113218,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
18.65.82.63,443,192.168.20.101,47257,UDP,31,30048,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
108.139.210.71,443,192.168.20.101,37939,UDP,31,29600,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
18.65.82.63,443,192.168.20.101,38231,UDP,59,53466,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
18.65.82.63,443,192.168.20.101,40156,TCP,19,4931,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
142.251.209.36,443,192.168.20.101,37851,UDP,169,136557,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,44733,8.8.4.4,443,UDP,51,26487,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,43974,52.24.196.205,443,TCP,112,24204,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,43976,52.24.196.205,443,TCP,23,8228,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,42005,8.8.4.4,443,UDP,64,34821,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
108.139.210.51,443,192.168.20.101,44435,UDP,156,110762,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
18.65.82.75,443,192.168.20.101,39763,UDP,35,30400,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
108.139.210.51,443,192.168.20.101,38838,UDP,31,29598,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.101,43519,8.8.4.4,443,UDP,48,36014,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
185.15.58.224,443,192.168.20.101,44924,TCP,135,107450,N/A | N/A,N/A | N/A,N/A | N/A,US-WMF-20130110,IP Privato/Riservato
192.168.20.101,37360,8.8.4.4,443,UDP,44,28523,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,39750,8.8.4.4,443,UDP,46,27465,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,45176,8.8.4.4,443,UDP,181,56671,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
108.139.210.16,443,192.168.20.101,45693,UDP,135,102585,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.101,39328,8.8.4.4,443,UDP,53,30373,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
18.65.82.75,443,192.168.20.101,40219,UDP,36,32732,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
18.65.82.75,443,192.168.20.101,49000,TCP,17,4725,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
18.65.82.63,443,192.168.20.101,43078,UDP,81,70090,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
18.65.82.63,443,192.168.20.101,40166,TCP,17,4757,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
18.65.82.63,443,192.168.20.101,38227,UDP,31,30374,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
108.139.210.16,443,192.168.20.101,45779,UDP,27,25280,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.101,39456,45.60.1.60,443,TCP,966,588169,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,INCAPSULA-NET
104.18.86.42,443,192.168.20.101,47332,TCP,39,19066,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.26.5.39,443,192.168.20.101,49112,TCP,25,8552,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,47672,45.60.242.146,443,TCP,61,21814,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,INCAPSULA-NET
104.18.86.42,443,192.168.20.101,47338,TCP,28,9007,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
108.139.229.76,443,192.168.20.101,38872,TCP,118,80189,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
108.139.229.88,443,192.168.20.101,45198,TCP,114,69227,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
142.250.180.155,443,192.168.20.101,46498,UDP,57,26883,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,39470,45.60.1.60,443,TCP,35,13325,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,INCAPSULA-NET
108.139.229.98,443,192.168.20.101,46690,TCP,53,23405,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
18.214.47.252,443,192.168.20.101,40794,TCP,37,11555,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,42308,52.0.218.127,443,TCP,47,12984,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,47594,8.8.4.4,853,TCP,19,3234,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.250.180.170,443,192.168.20.101,37176,TCP,46,20298,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,37495,8.8.4.4,443,UDP,48,34068,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,49615,8.8.4.4,443,UDP,62,37048,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,47598,8.8.4.4,853,TCP,19,3234,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,47696,45.60.242.146,443,TCP,78,36522,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,INCAPSULA-NET
104.17.72.206,443,192.168.20.101,38460,TCP,31,11504,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
