IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
192.168.20.102,50504,216.58.209.34,443,UDP,43,29539,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
150.171.22.12,443,192.168.20.102,36884,UDP,40,31407,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
162.159.140.229,443,192.168.20.102,47408,TCP,41,12297,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
172.66.0.227,443,192.168.20.102,44220,TCP,48,12214,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
188.114.96.7,443,192.168.20.102,54265,UDP,19,12894,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET-EU,IP Privato/Riservato
188.114.96.7,443,192.168.20.102,43594,TCP,31,9160,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET-EU,IP Privato/Riservato
147.154.45.177,443,192.168.20.102,59782,TCP,25,11595,N/A | N/A,N/A | N/A,N/A | N/A,OC-260,IP Privato/Riservato
147.154.45.177,443,192.168.20.102,59784,TCP,25,11727,N/A | N/A,N/A | N/A,N/A | N/A,OC-260,IP Privato/Riservato
192.168.20.102,41034,216.58.209.34,443,TCP,25,12385,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
157.240.231.35,443,192.168.20.102,49409,UDP,43,25430,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
157.240.231.35,443,192.168.20.102,42780,UDP,43,24537,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
192.168.20.102,56736,54.84.211.64,443,TCP,43,17596,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON-2011L
192.168.20.102,33740,52.58.187.2,443,TCP,38,10473,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
157.240.231.35,443,192.168.20.102,52815,UDP,41,24521,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
192.168.20.102,32944,68.67.153.60,443,TCP,32,12413,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,APPNE-NET1
162.247.243.29,443,192.168.20.102,44268,TCP,26,9322,N/A | N/A,N/A | N/A,N/A | N/A,NR-NET-CHI,IP Privato/Riservato
192.168.20.102,35026,8.8.4.4,443,UDP,44,27266,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,58018,192.178.203.94,443,TCP,43,21610,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,58034,192.178.203.94,443,TCP,53,13973,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
162.247.243.29,443,192.168.20.102,34898,TCP,68,23509,N/A | N/A,N/A | N/A,N/A | N/A,NR-NET-CHI,IP Privato/Riservato
192.168.20.102,48196,192.178.203.94,443,UDP,34,25383,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,34610,35.201.125.192,443,UDP,22,12762,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.102,35367,8.8.4.4,443,UDP,311,89394,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,45080,8.8.4.4,853,TCP,28,9560,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
18.65.64.26,443,192.168.20.102,37356,TCP,17,4787,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.102,48143,35.228.14.46,443,UDP,2,2584,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.102,37138,84.17.59.117,443,TCP,20,4197,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,BUNNYCDN_MIL
192.168.20.102,57736,35.228.14.46,443,TCP,63,13875,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.102,57748,35.228.14.46,443,TCP,50,12023,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
108.177.127.188,5228,192.168.20.102,50494,TCP,5,418,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
162.247.243.29,443,192.168.20.102,38208,TCP,27,8627,N/A | N/A,N/A | N/A,N/A | N/A,NR-NET-CHI,IP Privato/Riservato
192.168.20.102,39986,3.221.93.193,443,TCP,31,10078,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
