IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
188.40.16.220,443,192.168.20.101,45112,TCP,27,8265,N/A | N/A,N/A | N/A,N/A | N/A,HOS-2011199,IP Privato/Riservato
192.168.20.101,45604,51.89.9.252,443,TCP,32,8163,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH-DEDICATED-FO
185.184.8.90,443,192.168.20.101,44568,TCP,40,11008,N/A | N/A,N/A | N/A,N/A | N/A,NL-RTBHOUSE-20170825,IP Privato/Riservato
192.168.20.101,47536,67.202.105.21,443,TCP,33,12055,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,STEADFAST-3
192.168.20.101,41346,34.1.242.226,443,TCP,44,9480,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,39320,35.227.202.136,443,UDP,21,12226,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,46608,35.227.202.136,443,UDP,22,11691,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
104.17.24.14,443,192.168.20.101,41990,UDP,23,14437,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,42407,8.8.8.8,443,UDP,766,191449,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
151.101.130.137,443,192.168.20.101,44288,TCP,19,4887,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
142.250.180.174,443,192.168.20.101,38197,UDP,37,27461,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.101,48830,TCP,25,12377,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,40292,213.209.0.20,443,TCP,27,14091,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
157.240.231.1,443,192.168.20.101,49504,UDP,52,26747,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
142.250.180.174,443,192.168.20.101,41981,UDP,26,27167,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,45216,216.58.204.226,443,UDP,51,34903,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.143.168,443,192.168.20.101,37919,UDP,39,20135,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,47836,8.8.8.8,443,TCP,33,11793,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,42854,216.239.34.157,443,TCP,122,79907,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.153.100,443,192.168.20.101,48296,UDP,37,26876,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,40007,192.178.202.101,443,UDP,44,29858,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47739,216.58.204.142,443,UDP,28,22116,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47560,216.58.204.142,443,TCP,49,24944,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.99,443,192.168.20.101,39951,UDP,272,252451,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,47842,8.8.8.8,443,TCP,32,11695,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,42860,216.239.34.157,443,TCP,32,11293,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,49371,8.8.8.8,443,UDP,42,30730,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,47846,8.8.8.8,443,TCP,32,11760,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,42864,216.239.34.157,443,TCP,36,11587,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44198,192.178.203.94,443,UDP,145,121652,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,43621,216.58.204.129,443,UDP,43,27019,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42943,216.58.204.129,443,UDP,43,20146,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,38712,192.178.204.95,443,UDP,42,30088,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.174,443,192.168.20.101,37630,UDP,34,30843,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.101,48848,TCP,42,19209,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.101,37243,UDP,27,25952,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,43225,216.58.209.33,443,UDP,39,22337,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47551,216.58.204.238,443,UDP,145,107517,N/A | N/A,N/A | N/A,N/A | clients2.google.com,IP Privato/Riservato,GOOGLE
192.168.20.101,37330,192.178.203.119,443,TCP,17,5808,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,39455,216.58.204.226,443,UDP,42,31627,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.134,443,192.168.20.101,47030,UDP,39,30550,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
104.16.208.203,443,192.168.20.101,47846,UDP,21,16433,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,46846,8.8.4.4,853,TCP,29,8958,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
151.101.129.91,443,192.168.20.101,37376,UDP,34,19403,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
192.168.20.101,37196,216.58.204.131,443,UDP,38,24960,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
18.65.64.15,443,192.168.20.101,44380,TCP,17,4750,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,44776,216.58.204.138,443,UDP,47,38955,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.170,443,192.168.20.101,49432,TCP,45,20289,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.101,49692,UDP,35,28052,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,40470,192.178.203.94,443,UDP,26,21592,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,48697,192.178.203.94,443,UDP,40,26196,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
18.65.64.127,443,192.168.20.101,40102,TCP,17,4686,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,40322,213.209.0.20,443,TCP,28,14093,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
157.240.231.1,443,192.168.20.101,41109,UDP,47,24516,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
142.250.181.78,443,192.168.20.101,39642,UDP,32,26969,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,42690,216.58.209.33,443,UDP,42,22966,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44578,216.58.204.226,443,UDP,38,24732,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42882,216.239.34.157,443,TCP,105,70619,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47868,8.8.8.8,443,TCP,34,11796,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,45699,192.178.204.101,443,UDP,43,34963,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47870,8.8.8.8,443,TCP,32,11696,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,42888,216.239.34.157,443,TCP,33,11389,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,49244,216.58.204.129,443,UDP,39,20520,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45006,216.58.204.129,443,UDP,43,21745,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.174,443,192.168.20.101,47905,UDP,44,30319,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,38835,216.58.204.238,443,UDP,25,24979,N/A | N/A,N/A | N/A,N/A | clients2.google.com,IP Privato/Riservato,GOOGLE
192.168.20.101,40033,192.178.203.113,443,UDP,34,26180,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.99,443,192.168.20.101,43549,UDP,236,211552,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
104.17.24.14,443,192.168.20.101,38453,UDP,21,13677,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,46866,8.8.4.4,853,TCP,27,5706,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
151.101.2.137,443,192.168.20.101,41746,TCP,19,4919,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
151.101.1.91,443,192.168.20.101,39027,UDP,28,20531,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
192.168.20.101,40990,52.50.31.28,443,TCP,33,9946,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
178.250.1.12,443,192.168.20.101,49836,TCP,24,5887,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,49070,95.100.171.208,443,TCP,29,5654,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
178.250.1.12,443,192.168.20.101,49840,TCP,27,6695,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,44042,216.239.34.36,443,UDP,52,28406,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44797,216.58.204.131,443,UDP,50,25786,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,38689,216.58.204.228,443,UDP,42,31554,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.46,443,192.168.20.101,44436,UDP,176,132235,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,44125,216.58.204.226,443,UDP,38,24525,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,41258,216.58.204.136,443,UDP,34,23408,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.34,443,192.168.20.101,46558,UDP,46,26663,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,44091,216.58.204.228,443,UDP,29,29059,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45135,192.178.204.95,443,UDP,45,36463,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.46,443,192.168.20.101,43236,UDP,68,34705,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,40492,UDP,61,40118,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,38589,216.58.204.130,443,UDP,32,26913,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.161,443,192.168.20.101,43146,UDP,40,31789,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,40617,216.58.204.228,443,UDP,47,29741,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47646,216.58.204.228,443,TCP,145,120960,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,49080,216.58.204.130,443,UDP,55,40145,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
104.17.24.14,443,192.168.20.101,44830,UDP,23,14446,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
142.251.209.33,443,192.168.20.101,40832,UDP,37,28847,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.34,443,192.168.20.101,47973,UDP,38,27791,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,47316,37.252.171.85,443,TCP,37,16473,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,EUADNEXUS-FRA1-IB-1
192.168.20.101,43704,35.158.138.129,443,TCP,44,17792,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,44460,216.58.204.130,443,UDP,45,26601,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,38240,23.60.189.41,443,TCP,17,3390,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
151.101.65.108,443,192.168.20.101,47706,TCP,23,7899,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
104.18.25.18,443,192.168.20.101,45414,TCP,19,7321,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,38426,35.71.131.137,443,TCP,38,13494,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,47764,46.228.174.117,443,TCP,36,13068,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,TURN-RIPE1
192.168.20.101,38572,5.135.209.101,443,TCP,38,13552,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH_210435296
192.168.20.101,40338,34.246.41.15,443,TCP,35,11948,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
18.198.188.210,443,192.168.20.101,44596,TCP,35,12166,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,43768,37.252.171.21,443,TCP,32,13336,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,EUADNEXUS-FRA1-IB-1
178.32.197.57,443,192.168.20.101,49548,TCP,34,10373,N/A | N/A,N/A | N/A,N/A | N/A,OVH_315243697,IP Privato/Riservato
188.40.16.220,443,192.168.20.101,45204,TCP,27,8297,N/A | N/A,N/A | N/A,N/A | N/A,HOS-2011199,IP Privato/Riservato
192.168.20.101,49246,51.89.9.254,443,TCP,28,5230,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH-DEDICATED-FO
192.168.20.101,42040,67.202.105.23,443,TCP,32,11893,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,STEADFAST-3
192.168.20.101,38545,35.186.238.177,443,UDP,27,19240,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,37285,35.186.238.177,443,UDP,31,15846,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
104.17.24.14,443,192.168.20.101,43335,UDP,21,13689,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,44076,8.8.8.8,443,UDP,242,58768,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
151.101.194.137,443,192.168.20.101,46576,TCP,19,4951,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
192.168.20.101,39444,192.178.203.94,443,UDP,33,24388,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,48640,192.178.203.94,443,TCP,21,9676,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,40380,213.209.0.20,443,TCP,28,14189,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
157.240.231.1,443,192.168.20.101,46409,UDP,46,23567,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
142.250.181.78,443,192.168.20.101,37540,UDP,44,32029,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,49080,UDP,54,33737,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,49879,216.58.209.40,443,UDP,41,25168,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47924,8.8.8.8,443,TCP,33,11762,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,42942,216.239.34.157,443,TCP,129,92308,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,38288,216.58.204.129,443,UDP,38,21072,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47928,8.8.8.8,443,TCP,32,11695,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,42946,216.239.34.157,443,TCP,98,67088,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44968,216.58.204.129,443,UDP,39,21823,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45344,216.58.204.129,443,UDP,35,17852,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42948,216.239.34.157,443,TCP,204,163788,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47934,8.8.8.8,443,TCP,32,11664,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,41811,192.178.203.139,443,UDP,38,29984,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
104.16.208.203,443,192.168.20.101,45053,UDP,23,15499,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,46928,8.8.4.4,853,TCP,19,3234,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
151.101.65.91,443,192.168.20.101,47049,UDP,27,17939,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
18.65.64.81,443,192.168.20.101,44048,TCP,24,6816,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,45250,216.58.204.131,443,UDP,39,26322,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42038,192.178.203.94,443,UDP,39,24430,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,48660,192.178.203.94,443,TCP,33,18041,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.19.94,443,192.168.20.101,45975,UDP,26,21662,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,40413,192.178.194.94,443,UDP,33,24380,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44576,192.178.194.94,443,TCP,21,9612,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.170,443,192.168.20.101,49516,TCP,37,13202,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,47700,192.178.204.95,443,TCP,122,100446,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.174,443,192.168.20.101,48946,TCP,31,12251,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,44180,192.178.204.102,443,TCP,22,8671,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44182,192.178.204.102,443,TCP,21,9590,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44184,192.178.204.102,443,TCP,18,8317,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44186,192.178.204.102,443,TCP,406,368618,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44188,192.178.204.102,443,TCP,18,8414,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44190,192.178.204.102,443,TCP,18,8318,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.181.78,443,192.168.20.101,37596,TCP,41,16458,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.181.78,443,192.168.20.101,37598,TCP,24,9825,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,48824,192.178.203.94,443,UDP,43,25331,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
