IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
192.168.20.102,56814,81.17.55.106,443,TCP,29,10513,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NL-LEASEWEB-20020109
188.40.16.220,443,192.168.20.102,56570,TCP,26,8240,N/A | N/A,N/A | N/A,N/A | N/A,HOS-2011199,IP Privato/Riservato
192.168.20.102,39184,51.89.9.251,443,TCP,25,5029,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH-DEDICATED-FO
192.168.20.102,57974,67.202.105.21,443,TCP,33,12013,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,STEADFAST-3
192.168.20.102,37222,192.178.203.94,443,TCP,75,25974,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,52188,192.178.194.94,443,UDP,44,32836,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
104.17.24.14,443,192.168.20.102,37825,UDP,18,13411,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.102,38285,192.178.194.94,443,UDP,34,23180,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
151.101.194.137,443,192.168.20.102,51516,TCP,19,4855,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
142.251.209.35,443,192.168.20.102,51788,UDP,36,26281,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,54314,213.209.0.20,443,TCP,27,14015,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
142.251.209.46,443,192.168.20.102,51346,UDP,38,30473,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.102,34583,UDP,26,25082,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,52204,216.58.209.40,443,UDP,46,38841,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,37046,8.8.8.8,443,TCP,32,11696,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,51130,216.239.34.157,443,TCP,204,163810,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.97,443,192.168.20.102,50636,UDP,38,20352,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.102,46869,UDP,27,25173,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,44465,216.58.204.129,443,UDP,37,21670,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,36672,216.58.204.129,443,UDP,36,19940,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,37054,8.8.8.8,443,TCP,34,11861,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,51146,216.239.34.157,443,TCP,118,70419,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,36655,192.178.203.101,443,UDP,47,33513,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.106,443,192.168.20.102,59917,UDP,110,89968,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,47987,8.8.8.8,443,UDP,45,35345,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,55272,23.35.136.123,443,TCP,199,156168,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
192.168.20.102,43590,23.60.188.198,443,TCP,24,7219,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
142.250.117.93,443,192.168.20.102,55694,UDP,40,32291,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.99,443,192.168.20.102,60648,UDP,229,207456,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,42464,23.60.189.88,443,TCP,40,10484,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
192.168.20.102,41885,23.60.188.198,443,UDP,41,20042,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
172.64.155.119,443,192.168.20.102,55040,TCP,30,9330,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.102,55278,23.35.136.123,443,TCP,37,10496,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
192.168.20.102,43598,23.60.188.198,443,TCP,45,19867,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
142.251.140.98,443,192.168.20.102,49361,UDP,37,28087,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.102,48430,TCP,17,5873,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.102,59935,UDP,31,21070,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.102,36602,TCP,28,8472,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.102,35029,UDP,26,23291,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.102,36604,TCP,27,7869,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,54874,75.2.114.51,443,TCP,33,10405,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZO-4
192.168.20.102,54882,75.2.114.51,443,TCP,40,14045,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZO-4
192.168.20.102,36744,192.178.203.94,443,UDP,30,21453,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.27.94,443,192.168.20.102,40566,UDP,44,24712,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,42036,192.178.194.94,443,UDP,25,24543,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,34864,192.178.194.94,443,UDP,37,21094,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,39354,192.178.194.94,443,TCP,32,8717,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.35,443,192.168.20.102,38998,UDP,41,33311,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,37732,8.8.8.8,443,UDP,109,46076,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,51004,23.60.188.198,443,TCP,24,4482,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
192.168.20.102,50372,8.8.4.4,853,TCP,12,3289,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,53130,192.178.203.95,443,TCP,108,84962,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.181.78,443,192.168.20.102,41452,TCP,31,12414,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.102,49482,TCP,31,12620,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.46,443,192.168.20.102,56977,UDP,24,19175,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.46,443,192.168.20.102,57600,TCP,204,181932,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
