IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
192.168.20.101,40030,67.202.105.22,443,TCP,32,11957,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,STEADFAST-3
142.251.209.34,443,192.168.20.101,48287,UDP,35,26231,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,43889,UDP,36,27177,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.34,443,192.168.20.101,43462,UDP,34,24843,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,37849,216.58.204.226,443,UDP,29,23104,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,48260,216.58.204.226,443,TCP,35,10628,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,43459,192.178.203.94,443,UDP,35,24841,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.174,443,192.168.20.101,40913,UDP,35,27871,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
104.17.25.14,443,192.168.20.101,42442,UDP,23,14446,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,43463,8.8.8.8,443,UDP,105,43022,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,46029,192.178.203.94,443,UDP,36,25004,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
151.101.2.137,443,192.168.20.101,39300,TCP,19,4887,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
192.168.20.101,49458,34.118.72.152,443,TCP,35,9816,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,45472,192.178.194.94,443,UDP,35,29105,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42068,192.178.194.94,443,TCP,64,15386,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44428,8.8.4.4,853,TCP,17,3114,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,48772,216.239.38.223,443,TCP,27,10680,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,38559,8.8.8.8,443,UDP,1828,443162,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,37898,213.209.0.20,443,TCP,28,14189,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
157.240.231.1,443,192.168.20.101,49248,UDP,49,25613,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,46617,UDP,40,29267,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,37659,35.220.128.127,443,UDP,7,7874,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,47309,35.220.128.127,443,UDP,3,2706,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,38384,35.220.128.127,443,TCP,16,7272,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,38386,35.220.128.127,443,TCP,26,8264,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,38388,35.220.128.127,443,TCP,86,18786,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
142.250.180.132,443,192.168.20.101,41171,UDP,198,94453,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.46,443,192.168.20.101,46498,UDP,24,24773,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.34,443,192.168.20.101,46934,UDP,38,26025,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,47743,192.178.203.97,443,UDP,26,18666,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45448,8.8.8.8,443,TCP,32,11728,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,40466,216.239.34.157,443,TCP,103,68983,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,40468,216.239.34.157,443,TCP,35,11553,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45454,8.8.8.8,443,TCP,35,13232,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,38874,216.58.204.129,443,UDP,42,23761,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,43282,216.58.204.129,443,UDP,39,20630,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42994,216.58.209.46,443,UDP,42,29528,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.170,443,192.168.20.101,42537,UDP,110,89712,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,44448,8.8.4.4,853,TCP,49,10378,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
104.17.25.14,443,192.168.20.101,38232,UDP,21,13681,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
151.101.2.137,443,192.168.20.101,39328,TCP,19,4919,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
151.101.129.91,443,192.168.20.101,46846,UDP,25,16554,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
178.250.1.12,443,192.168.20.101,47416,TCP,24,5887,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,37366,54.76.99.176,443,TCP,33,9870,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON-2011L
178.250.1.12,443,192.168.20.101,47420,TCP,25,6131,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,47563,216.239.32.36,443,UDP,26,21235,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,40481,216.58.204.131,443,UDP,50,27867,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47478,95.100.171.209,443,TCP,28,5604,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
192.168.20.101,48405,192.178.202.138,443,UDP,182,137481,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.46,443,192.168.20.101,47668,UDP,28,22821,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.46,443,192.168.20.101,46852,TCP,42,13706,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,40163,216.58.204.226,443,UDP,41,30938,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,38368,216.58.204.132,443,UDP,51,31592,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.168,443,192.168.20.101,40779,UDP,30,16752,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,41330,UDP,45,27691,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,39779,192.178.203.97,443,UDP,29,15791,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,49740,192.178.202.138,443,UDP,65,33572,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.130,443,192.168.20.101,39380,UDP,62,38231,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,39186,216.58.204.130,443,UDP,29,25511,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.129,443,192.168.20.101,42130,TCP,39,16009,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,48312,216.58.204.234,443,UDP,54,34153,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,39873,216.58.204.132,443,UDP,184,139463,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,48486,216.58.204.234,443,TCP,23,10208,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.130,443,192.168.20.101,39746,UDP,56,41711,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,46498,216.58.204.129,443,UDP,35,23206,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.98,443,192.168.20.101,47919,UDP,40,30425,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,46280,3.70.201.60,443,TCP,47,17813,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
185.89.210.180,443,192.168.20.101,49008,TCP,36,16911,N/A | N/A,N/A | N/A,N/A | N/A,EUADNEXUS-FR-IB-2,IP Privato/Riservato
142.250.180.130,443,192.168.20.101,49698,UDP,42,24706,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,40585,216.239.32.36,443,UDP,40,19006,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,41792,216.239.32.36,443,TCP,40,16464,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
151.101.129.108,443,192.168.20.101,49442,TCP,28,12180,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
192.168.20.101,47744,91.228.74.159,443,TCP,26,6181,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,QUANTCAST-UK
192.168.20.101,49012,35.71.131.137,443,TCP,36,12784,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,48834,23.60.189.41,443,TCP,135,82014,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
192.168.20.101,46868,98.87.197.195,443,TCP,24,8952,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZO-4
178.32.197.53,443,192.168.20.101,43894,TCP,32,12959,N/A | N/A,N/A | N/A,N/A | N/A,OVH_315243697,IP Privato/Riservato
142.251.209.34,443,192.168.20.101,44025,UDP,40,29353,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
185.89.210.122,443,192.168.20.101,43396,TCP,554,429515,N/A | N/A,N/A | N/A,N/A | N/A,EUADNEXUS-FR-IB-2,IP Privato/Riservato
142.251.209.34,443,192.168.20.101,42790,TCP,23,10057,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
18.198.188.210,443,192.168.20.101,42186,TCP,35,11658,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
172.64.150.71,443,192.168.20.101,44946,UDP,21,10077,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,41946,87.248.119.252,443,TCP,66,19035,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,YAHOONET
192.168.20.101,41228,3.229.27.215,443,TCP,23,10094,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
103.231.98.109,443,192.168.20.101,46710,TCP,35,11844,N/A | N/A,N/A | N/A,N/A | N/A,PubMatic-AP-SG,IP Privato/Riservato
192.168.20.101,37891,34.98.64.218,443,UDP,115,48946,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
184.72.99.7,443,192.168.20.101,42710,TCP,35,9577,N/A | N/A,N/A | N/A,N/A | N/A,AMAZON-EC2-7,IP Privato/Riservato
192.168.20.101,37410,54.76.99.176,443,TCP,41,14196,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON-2011L
141.226.228.48,443,192.168.20.101,49788,TCP,25,5379,N/A | N/A,N/A | N/A,N/A | N/A,Taboola,IP Privato/Riservato
185.89.208.11,443,192.168.20.101,47932,TCP,51,31791,N/A | N/A,N/A | N/A,N/A | N/A,EUADNEXUS-FR-IB-1,IP Privato/Riservato
192.168.20.101,38154,34.98.64.218,443,TCP,19,7878,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,39280,34.96.105.8,443,UDP,36,17278,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,46270,34.96.105.8,443,TCP,21,8385,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,43226,35.204.69.175,443,TCP,47,22432,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,44026,51.75.86.98,443,TCP,141,52688,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH-DEDICATED-FO
192.168.20.101,49018,37.157.6.243,443,TCP,47,14598,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADFORM-NET
192.168.20.101,37274,34.3.93.119,443,TCP,29,9678,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,46402,204.62.12.198,443,TCP,26,10512,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-IPIPE
192.168.20.101,49132,34.248.125.236,443,TCP,137,52565,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,43160,5.196.111.68,443,TCP,83,33607,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH_255241451
192.168.20.101,44690,23.55.95.68,443,TCP,66,22677,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
18.153.64.118,443,192.168.20.101,39740,TCP,43,14680,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,42650,80.77.87.163,443,TCP,58,23263,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-8
13.248.245.213,443,192.168.20.101,38074,TCP,102,39782,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
18.200.96.11,443,192.168.20.101,41784,TCP,85,32626,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,49472,204.62.15.70,443,TCP,32,14173,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NATCO-IPIPE
178.250.1.57,443,192.168.20.101,41422,TCP,47,15047,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
104.18.30.80,443,192.168.20.101,49762,TCP,130,54004,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.20.40.137,443,192.168.20.101,43512,TCP,60,22349,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,43258,35.204.69.175,443,TCP,31,11175,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,43260,35.204.69.175,443,TCP,21,6328,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,43262,35.204.69.175,443,TCP,39,14986,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,38102,23.60.189.144,443,TCP,87,39363,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
192.168.20.101,47034,34.1.250.35,443,TCP,31,9706,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,43268,35.204.69.175,443,TCP,34,14344,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,43270,35.204.69.175,443,TCP,33,11723,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,46973,35.190.24.218,443,UDP,34,19874,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,46551,35.214.136.108,443,UDP,2,2584,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
142.250.180.162,443,192.168.20.101,39136,UDP,154,57711,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,38804,82.145.213.8,443,TCP,31,14642,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NO-OPERA-AMS
192.168.20.101,42316,69.173.144.139,443,TCP,93,74856,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
103.231.98.106,443,192.168.20.101,43934,TCP,146,74739,N/A | N/A,N/A | N/A,N/A | N/A,PubMatic-AP-SG,IP Privato/Riservato
13.219.23.156,443,192.168.20.101,37218,TCP,52,16501,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,42322,69.173.144.139,443,TCP,90,64257,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
192.168.20.101,41514,54.78.41.255,443,TCP,54,21070,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON-2011L
192.168.20.101,49102,35.71.131.137,443,TCP,111,40704,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,45270,46.228.164.11,443,TCP,37,14322,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,TURN-RIPE1
192.168.20.101,38820,82.145.213.8,443,TCP,54,31893,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NO-OPERA-AMS
162.19.138.118,443,192.168.20.101,43284,TCP,52,21856,N/A | N/A,N/A | N/A,N/A | N/A,SD-LIM-fra1-lim3-sdagg16a-b-n93-1-2,IP Privato/Riservato
192.168.20.101,41962,35.190.24.218,443,TCP,19,7509,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,40072,89.149.192.200,443,TCP,54,21161,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NL-LEASEWEB-20060223
192.168.20.101,39734,98.82.156.107,443,TCP,41,21093,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZO-4
192.168.20.101,49740,8.2.110.70,443,TCP,44,16215,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,LVLT-ORG-8-8
192.168.20.101,45136,37.157.5.49,443,TCP,40,13307,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADFORM-NET
178.250.1.129,443,192.168.20.101,39656,TCP,32,13122,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,43608,34.253.97.215,443,TCP,39,12418,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,43610,34.253.97.215,443,TCP,22,7835,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,42350,69.173.144.139,443,TCP,95,69463,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
192.168.20.101,42858,57.129.18.113,443,TCP,51,15735,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,SD-LIM-LIM3-LIM0310-Maggie-infra002-1-2
172.66.1.242,443,192.168.20.101,47030,TCP,56,19377,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
108.139.210.86,443,192.168.20.101,45442,TCP,46,17603,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.101,46192,54.72.118.34,443,TCP,57,15079,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON-2011L
192.168.20.101,48742,52.212.36.60,443,TCP,33,11550,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,46070,37.157.6.230,443,TCP,67,23685,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADFORM-NET
192.168.20.101,42104,91.228.74.200,443,TCP,36,11315,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,QUANTCAST-UK
192.168.20.101,45252,35.207.140.152,443,TCP,39,11863,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,42368,69.173.144.139,443,TCP,90,67580,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
172.66.166.12,443,192.168.20.101,47307,UDP,39,14728,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,47866,31.216.61.144,443,TCP,92,28737,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,SPARTEO-SRV
192.168.20.101,38862,82.145.213.8,443,TCP,26,8603,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,NO-OPERA-AMS
192.168.20.101,40580,34.1.250.35,443,UDP,2,2584,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,39550,52.48.113.87,443,TCP,71,28215,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,42376,69.173.144.139,443,TCP,18,6384,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
192.168.20.101,49920,34.1.230.247,443,TCP,32,9611,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,39942,216.19.192.2,443,TCP,103,52735,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
192.168.20.101,47878,31.216.61.144,443,TCP,18,7148,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,SPARTEO-SRV
192.168.20.101,47880,31.216.61.144,443,TCP,3,208,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,SPARTEO-SRV
192.168.20.101,42386,69.173.144.139,443,TCP,19,6531,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
192.168.20.101,42388,69.173.144.139,443,TCP,36,25090,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
192.168.20.101,42390,69.173.144.139,443,TCP,39,25270,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
192.168.20.101,42392,69.173.144.139,443,TCP,21,6960,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
192.168.20.101,42394,69.173.144.139,443,TCP,21,6992,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
192.168.20.101,42396,69.173.144.139,443,TCP,84,61533,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,ADMON
172.66.1.242,443,192.168.20.101,38169,UDP,21,18341,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,48743,35.244.174.68,443,UDP,39,20762,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
104.18.37.193,443,192.168.20.101,47052,UDP,21,13621,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.37.193,443,192.168.20.101,45032,TCP,53,15622,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,46542,80.82.210.217,443,TCP,46,12759,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,DE-MYLOC-DUS-20050411
192.168.20.101,37266,208.93.169.131,443,TCP,48,18585,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,WEBMD-IDC-1
172.240.45.96,443,192.168.20.101,43212,TCP,39,14532,N/A | N/A,N/A | N/A,N/A | N/A,SERVERS-COM,IP Privato/Riservato
192.168.20.101,40293,34.111.113.62,443,UDP,22,13413,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,40462,34.243.9.132,443,TCP,24,8101,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
18.65.64.94,443,192.168.20.101,45856,TCP,34,11913,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,42302,52.58.61.8,443,TCP,40,13353,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,41346,34.107.148.139,443,TCP,30,10830,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,40470,34.243.9.132,443,TCP,49,14962,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
137.184.145.30,443,192.168.20.101,48004,TCP,102,49614,N/A | N/A,N/A | N/A,N/A | N/A,DIGITALOCEAN-137-184-0-0,IP Privato/Riservato
192.168.20.101,39676,34.48.249.81,443,TCP,48,14084,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
13.35.198.79,443,192.168.20.101,45790,TCP,32,11693,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
188.40.16.220,443,192.168.20.101,42962,TCP,31,9239,N/A | N/A,N/A | N/A,N/A | N/A,HOS-2011199,IP Privato/Riservato
192.168.20.101,42078,34.1.1.166,443,TCP,107,40956,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,48874,38.134.110.236,443,TCP,38,15117,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,COGENT-A
192.168.20.101,42527,34.36.216.150,443,UDP,42,26919,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,46868,87.248.119.251,443,TCP,35,12851,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,YAHOONET
192.168.20.101,43588,89.207.16.140,443,TCP,40,13154,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,CNVR-AMS
104.18.37.193,443,192.168.20.101,38605,UDP,21,13621,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,49388,34.36.216.150,443,TCP,23,7359,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
