IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
192.168.20.101,47973,216.58.204.232,443,UDP,42,19905,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,39398,216.58.204.232,443,TCP,23,10309,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.97,443,192.168.20.101,37630,TCP,29,15489,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,40038,216.239.34.157,443,TCP,108,72010,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45024,8.8.8.8,443,TCP,34,11891,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
185.15.58.224,443,192.168.20.101,41378,TCP,280,246106,N/A | N/A,N/A | N/A,N/A | N/A,US-WMF-20130110,IP Privato/Riservato
185.15.58.240,443,192.168.20.101,37478,TCP,20,6223,N/A | N/A,N/A | N/A,N/A | N/A,US-WMF-20130110,IP Privato/Riservato
142.250.180.170,443,192.168.20.101,48595,UDP,47,33022,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
185.15.58.224,443,192.168.20.101,41382,TCP,31,10116,N/A | N/A,N/A | N/A,N/A | N/A,US-WMF-20130110,IP Privato/Riservato
142.250.180.170,443,192.168.20.101,46604,TCP,23,10112,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,41726,8.8.8.8,443,UDP,35,20503,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.250.180.138,443,192.168.20.101,49234,TCP,9,730,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,41690,8.8.8.8,443,UDP,922,221777,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
157.240.231.1,443,192.168.20.101,42663,UDP,49,25885,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
192.168.20.101,37492,213.209.0.20,443,TCP,28,14157,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
192.168.20.101,46441,192.178.194.94,443,UDP,36,25298,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,37964,216.58.204.228,443,UDP,218,101702,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.110,443,192.168.20.101,37781,UDP,42,29735,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.162,443,192.168.20.101,48915,UDP,40,26074,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.104,443,192.168.20.101,48167,UDP,47,31699,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,45036,8.8.8.8,443,TCP,33,11793,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,40054,216.239.34.157,443,TCP,105,68774,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,41619,192.178.204.132,443,UDP,37,25089,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45270,216.58.204.129,443,UDP,41,25585,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,49255,216.58.204.129,443,UDP,39,19457,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45040,8.8.8.8,443,TCP,32,11664,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,40058,216.239.34.157,443,TCP,144,105970,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.181.78,443,192.168.20.101,39617,UDP,39,30523,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,41282,3.166.81.41,443,TCP,459,332535,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,44038,8.8.4.4,853,TCP,25,8074,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
151.101.130.137,443,192.168.20.101,41506,TCP,29,9647,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
104.17.25.14,443,192.168.20.101,45833,UDP,19,12922,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
108.139.210.126,443,192.168.20.101,49512,TCP,737,610098,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
151.101.65.91,443,192.168.20.101,39438,UDP,19,12640,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
142.250.180.130,443,192.168.20.101,44642,UDP,360,346052,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.46,443,192.168.20.101,44899,UDP,180,127680,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.104,443,192.168.20.101,38454,UDP,457,460390,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,48400,23.60.189.41,443,TCP,32,11340,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
192.168.20.101,47066,95.100.171.209,443,TCP,897,263353,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
142.251.209.46,443,192.168.20.101,46440,TCP,22,9676,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.130,443,192.168.20.101,37968,TCP,23,10034,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,46248,95.100.171.208,443,TCP,32,8945,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
192.168.20.101,38174,52.50.31.28,443,TCP,36,10002,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
178.250.1.12,443,192.168.20.101,47020,TCP,27,8739,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,45990,34.120.133.55,443,UDP,31,19073,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
151.101.193.229,443,192.168.20.101,38782,TCP,32,12066,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
141.95.98.64,443,192.168.20.101,38150,TCP,45,15849,N/A | N/A,N/A | N/A,N/A | N/A,SD-LIM3-LIM-FAT-MAGGIE-SDAGG15-infra-002-2-2,IP Privato/Riservato
185.64.189.226,443,192.168.20.101,48972,TCP,33,11804,N/A | N/A,N/A | N/A,N/A | N/A,PubMatic_AMS,IP Privato/Riservato
13.35.198.49,443,192.168.20.101,46032,TCP,116,42137,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,40218,34.120.133.55,443,TCP,21,9952,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.101,47014,216.239.34.36,443,UDP,48,24362,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,37050,216.58.204.227,443,UDP,45,30324,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45095,216.58.204.130,443,UDP,45,28161,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.145.154,443,192.168.20.101,44234,UDP,36,26585,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
178.250.1.12,443,192.168.20.101,47032,TCP,29,9069,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,41882,216.58.204.227,443,TCP,21,8595,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45416,216.239.34.36,443,TCP,45,14769,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,41858,216.58.204.130,443,TCP,24,10096,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.34,443,192.168.20.101,49963,UDP,33,24717,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.145.154,443,192.168.20.101,48348,TCP,23,10006,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.36,443,192.168.20.101,39459,UDP,54,34720,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.130,443,192.168.20.101,38879,UDP,70,59822,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.104,443,192.168.20.101,38852,UDP,35,22608,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
162.19.138.119,443,192.168.20.101,42530,TCP,33,8454,N/A | N/A,N/A | N/A,N/A | N/A,SD-LIM-fra1-lim3-sdagg16a-b-n93-1-2,IP Privato/Riservato
142.251.209.34,443,192.168.20.101,42384,TCP,27,10235,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.36,443,192.168.20.101,37738,TCP,31,11779,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.46,443,192.168.20.101,41569,UDP,69,34886,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.46,443,192.168.20.101,46476,TCP,25,12502,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
178.250.1.39,443,192.168.20.101,41590,TCP,41,22604,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,41637,35.190.39.111,443,UDP,32,15136,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
142.251.209.33,443,192.168.20.101,41206,UDP,38,30578,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,45218,35.190.39.111,443,TCP,21,8419,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
18.65.64.11,443,192.168.20.101,40630,TCP,42,16152,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,49927,216.58.204.131,443,UDP,35,24461,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.36,443,192.168.20.101,37812,UDP,63,37814,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.36,443,192.168.20.101,37750,TCP,145,120393,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
18.65.64.11,443,192.168.20.101,40634,TCP,201,85504,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,46651,216.58.204.130,443,UDP,69,57707,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
178.250.1.12,443,192.168.20.101,47062,TCP,38,17503,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
142.251.209.35,443,192.168.20.101,46748,UDP,26,21996,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.35,443,192.168.20.101,48320,TCP,29,11351,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,38493,UDP,51,38396,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,38072,TCP,21,9618,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,37939,216.58.204.129,443,UDP,33,24014,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,37414,216.58.204.129,443,TCP,21,9681,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
172.66.154.88,443,192.168.20.101,38238,TCP,69,26859,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.26.193,443,192.168.20.101,44482,TCP,242,158916,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,48106,3.71.105.21,443,TCP,79,45480,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,45716,37.252.171.53,443,TCP,37,17288,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,EUADNEXUS-FRA1-IB-1
185.64.189.112,443,192.168.20.101,47304,TCP,170,104863,N/A | N/A,N/A | N/A,N/A | N/A,PubMatic_AMS,IP Privato/Riservato
192.168.20.101,43787,216.58.204.129,443,UDP,42,28090,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.130,443,192.168.20.101,49483,UDP,149,120751,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,37426,216.58.204.129,443,TCP,30,11359,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.130,443,192.168.20.101,38036,TCP,35,12132,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.192.99,443,192.168.20.101,38613,UDP,23,19243,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.192.99,443,192.168.20.101,40206,TCP,33,11942,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.102,443,192.168.20.101,46552,UDP,50,33708,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.97,443,192.168.20.101,40722,UDP,32,25617,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.38,443,192.168.20.101,48512,UDP,28,23880,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.102,443,192.168.20.101,40800,TCP,21,9845,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.97,443,192.168.20.101,37742,TCP,44,22905,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.38,443,192.168.20.101,38482,TCP,175,156143,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.192.99,443,192.168.20.101,40214,TCP,21,9653,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.130,443,192.168.20.101,42552,UDP,32,27174,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.102,443,192.168.20.101,49003,UDP,36,28788,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.162,443,192.168.20.101,44530,UDP,129,105964,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.162,443,192.168.20.101,42870,TCP,21,9581,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.102,443,192.168.20.101,48347,UDP,33,25054,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,45820,UDP,40,23513,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,41950,UDP,27,22955,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,49428,UDP,34,26371,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,38102,TCP,36,12797,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.140.98,443,192.168.20.101,38104,TCP,23,10015,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.162,443,192.168.20.101,40287,UDP,36,27127,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.34,443,192.168.20.101,40469,UDP,35,26259,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
151.101.193.108,443,192.168.20.101,47368,TCP,33,15790,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
192.168.20.101,48494,23.60.189.41,443,TCP,37,12298,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
104.18.24.18,443,192.168.20.101,44118,TCP,28,8823,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,48384,35.214.136.108,443,TCP,26,9229,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
172.66.154.88,443,192.168.20.101,38276,TCP,131,41745,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,41646,91.228.74.200,443,TCP,31,9457,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,QUANTCAST-UK
192.168.20.101,42788,5.196.111.68,443,TCP,34,12903,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH_255241451
151.101.130.49,443,192.168.20.101,44286,TCP,35,10320,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
15.197.193.217,443,192.168.20.101,48214,TCP,36,12728,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.101,45722,37.252.172.123,443,TCP,98,70721,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,EUADNEXUS-FRA1-IB-2
192.168.20.101,42604,3.79.60.157,443,TCP,37,11713,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,43506,35.208.249.213,443,TCP,33,10710,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
150.171.22.12,443,192.168.20.101,37950,TCP,32,11376,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
150.171.30.10,443,192.168.20.101,47850,TCP,39,15990,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
192.168.20.101,42992,52.223.40.198,443,TCP,35,12439,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,49652,35.244.174.68,443,UDP,29,22472,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
142.250.180.162,443,192.168.20.101,40181,UDP,46,30483,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
178.250.1.129,443,192.168.20.101,39238,TCP,29,10428,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.101,40586,35.244.174.68,443,TCP,41,14155,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
142.250.180.162,443,192.168.20.101,42910,TCP,23,9994,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
185.89.210.46,443,192.168.20.101,47800,TCP,42,24179,N/A | N/A,N/A | N/A,N/A | N/A,EUADNEXUS-FR-IB-2,IP Privato/Riservato
192.168.20.101,41070,198.47.127.19,443,TCP,45,18819,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GTT-ARIN-BLK7
192.168.20.101,46376,87.248.119.251,443,TCP,34,13505,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,YAHOONET
192.168.20.101,41100,89.207.16.137,443,TCP,37,13528,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,CNVR-AMS
192.168.20.101,44882,46.228.164.11,443,TCP,34,12748,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,TURN-RIPE1
192.168.20.101,44162,198.47.127.205,443,TCP,34,12619,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GTT-ARIN-BLK7
103.231.98.109,443,192.168.20.101,46400,TCP,35,12844,N/A | N/A,N/A | N/A,N/A | N/A,PubMatic-AP-SG,IP Privato/Riservato
103.231.98.104,443,192.168.20.101,45064,TCP,55,20232,N/A | N/A,N/A | N/A,N/A | N/A,PubMatic-AP-SG,IP Privato/Riservato
142.250.180.130,443,192.168.20.101,44014,UDP,37,24540,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.130,443,192.168.20.101,38106,TCP,58,15182,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
188.40.16.220,443,192.168.20.101,42490,TCP,29,8461,N/A | N/A,N/A | N/A,N/A | N/A,HOS-2011199,IP Privato/Riservato
192.168.20.101,46532,51.89.9.254,443,TCP,31,8070,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,OVH-DEDICATED-FO
192.168.20.101,38720,34.1.242.226,443,TCP,75,15115,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
185.184.8.90,443,192.168.20.101,41948,TCP,82,23458,N/A | N/A,N/A | N/A,N/A | N/A,NL-RTBHOUSE-20170825,IP Privato/Riservato
192.168.20.101,39296,67.202.105.24,443,TCP,32,11957,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,STEADFAST-3
192.168.20.101,48442,35.214.136.108,443,TCP,139,37950,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
142.251.209.34,443,192.168.20.101,45298,UDP,33,24480,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.162,443,192.168.20.101,47027,UDP,40,29669,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.162,443,192.168.20.101,39692,UDP,35,25874,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.34,443,192.168.20.101,42506,TCP,21,9677,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,44204,8.8.4.4,853,TCP,23,7930,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,48548,216.239.38.223,443,TCP,25,6053,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44226,192.178.194.94,443,UDP,36,25742,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44208,8.8.4.4,853,TCP,17,3114,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
104.17.25.14,443,192.168.20.101,42143,UDP,20,13572,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,42614,8.8.8.8,443,UDP,106,47467,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
151.101.2.137,443,192.168.20.101,39088,TCP,21,4981,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
192.168.20.101,44939,192.178.203.100,443,UDP,37,27543,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45118,192.178.194.94,443,UDP,38,25095,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,41854,192.178.194.94,443,TCP,21,9612,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,48390,192.178.203.100,443,TCP,25,12346,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,37682,213.209.0.20,443,TCP,28,14093,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
157.240.231.1,443,192.168.20.101,42913,UDP,52,27974,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
192.168.20.101,37650,216.58.204.228,443,UDP,27,26765,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,41399,216.58.204.228,443,UDP,242,137347,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,44986,216.58.204.228,443,TCP,21,8676,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.140.110,443,192.168.20.101,41465,UDP,26,27230,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,49210,192.178.202.95,443,TCP,6,525,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,49208,192.178.202.95,443,TCP,8,664,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.162,443,192.168.20.101,43777,UDP,45,31770,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,40244,216.239.34.157,443,TCP,141,103570,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45230,8.8.8.8,443,TCP,32,11760,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,44222,8.8.4.4,853,TCP,19,3258,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.250.180.168,443,192.168.20.101,49321,UDP,44,20862,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,47597,216.58.204.129,443,UDP,38,21748,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42661,216.58.204.129,443,UDP,36,20726,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,40250,216.239.34.157,443,TCP,116,70185,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,45236,8.8.8.8,443,TCP,33,11730,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
108.177.96.92,443,192.168.20.101,48292,TCP,6,525,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,46464,216.239.32.223,443,TCP,6,525,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,48214,8.8.8.8,443,UDP,545,142866,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,43364,216.58.204.142,443,UDP,42,34268,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
104.16.123.96,443,192.168.20.101,38534,UDP,21,13713,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
