IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
192.168.20.101,25159,8.8.8.8,53,UDP,2,304,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,5731,8.8.8.8,53,UDP,2,300,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,24776,8.8.4.4,53,UDP,2,386,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,58911,8.8.4.4,53,UDP,2,327,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,29616,8.8.4.4,53,UDP,2,287,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
185.19.184.35,123,192.168.20.101,40033,UDP,1,90,2.datadog.pool.ntp.org. | N/A,N/A | N/A,N/A | N/A,IT-PARVATI-184,IP Privato/Riservato
104.18.39.21,443,192.168.20.101,36218,TCP,28,7936,ws.chatgpt.com. | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,50172,216.58.205.42,443,TCP,53,14251,N/A | locationhistory-pa.googleapis.com.,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,50176,216.58.205.42,443,TCP,20,7055,N/A | locationhistory-pa.googleapis.com.,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,47281,8.8.8.8,443,UDP,3,3726,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,50184,216.58.205.42,443,TCP,32,21182,N/A | locationhistory-pa.googleapis.com.,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,50194,216.58.205.42,443,TCP,12,888,N/A | locationhistory-pa.googleapis.com.,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,36321,8.8.8.8,443,UDP,13,16146,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,43982,8.8.8.8,53,UDP,2,402,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,57843,216.58.209.46,443,UDP,6,7752,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,7594,8.8.4.4,53,UDP,2,370,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.250.180.170,443,192.168.20.101,45926,TCP,8,1033,playstoregatewayadapter-pa.googleapis.com. | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
0.0.0.0,68,255.255.255.255,67,UDP,1,346,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IP Privato/Riservato
192.168.20.101,49092,8.8.8.8,53,UDP,2,164,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,57404,8.8.8.8,443,UDP,3,3726,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,54862,8.8.8.8,853,TCP,22,7299,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,37018,8.8.4.4,853,TCP,22,7299,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,27474,8.8.8.8,53,UDP,2,194,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,60562,216.58.204.227,80,TCP,10,1049,N/A | connectivitycheck.gstatic.com.,N/A | N/A,N/A | connectivitycheck.gstatic.com,IP Privato/Riservato,GOOGLE
142.251.209.36,443,192.168.20.101,47984,TCP,18,3084,www.google.com. | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,36593,8.8.8.8,53,UDP,2,197,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.250.153.188,5228,192.168.20.101,43852,TCP,25,8521,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,60633,8.8.8.8,53,UDP,2,220,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,35740,216.58.204.227,443,TCP,21,3322,N/A | connectivitycheck.gstatic.com.,N/A | N/A,N/A | connectivitycheck.gstatic.com,IP Privato/Riservato,GOOGLE
192.168.20.101,51390,8.8.8.8,53,UDP,2,222,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,47565,8.8.4.4,53,UDP,2,220,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,38256,216.239.32.223,443,UDP,102,51552,N/A | play.googleapis.com.,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,37020,8.8.4.4,853,TCP,62,19221,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,53680,216.239.38.223,443,TCP,23,6549,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
104.18.32.42,443,192.168.20.101,44228,TCP,1329,412508,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
172.64.148.235,443,192.168.20.101,54306,TCP,269,27337,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,41417,74.125.99.39,443,UDP,4992,5849436,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
173.194.10.10,443,192.168.20.101,42685,UDP,37,21622,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,55707,74.125.99.166,443,UDP,26,16843,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
173.194.6.42,443,192.168.20.101,48868,UDP,96,73239,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,38618,74.125.99.39,443,TCP,19,7806,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
173.194.10.10,443,192.168.20.101,59884,TCP,20,7871,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,60096,74.125.99.166,443,TCP,27,14316,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,49507,216.58.209.46,443,UDP,74,55475,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,43917,74.125.99.138,443,UDP,38,20969,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,50282,74.125.99.138,443,TCP,16,7543,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,60706,8.8.8.8,443,UDP,3,3726,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,37028,8.8.4.4,853,TCP,39,15904,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.251.209.42,443,192.168.20.101,48054,UDP,179,146625,firebaseinstallations.googleapis.com. | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.174,443,192.168.20.101,48882,UDP,59,28341,app-measurement.com. | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,60806,216.58.209.46,443,TCP,58,22589,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,42376,35.190.80.156,443,TCP,41,12199,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,52583,35.190.80.156,443,UDP,24,13259,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,35756,216.58.204.227,443,TCP,26,3832,N/A | connectivitycheck.gstatic.com.,N/A | N/A,N/A | connectivitycheck.gstatic.com,IP Privato/Riservato,GOOGLE
192.168.20.101,41485,74.125.99.73,443,UDP,38,21853,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
173.194.10.9,443,192.168.20.101,44332,UDP,291,282834,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
173.194.10.9,443,192.168.20.101,44928,TCP,21,7886,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
173.194.10.9,443,192.168.20.101,44934,TCP,20,7807,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
173.194.10.8,443,192.168.20.101,49776,UDP,46,25516,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,35760,216.58.204.227,443,TCP,18,3100,N/A | connectivitycheck.gstatic.com.,N/A | N/A,N/A | connectivitycheck.gstatic.com,IP Privato/Riservato,GOOGLE
192.168.20.101,38224,74.125.99.73,443,TCP,21,7884,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
173.194.10.8,443,192.168.20.101,34402,TCP,19,7805,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,53686,216.239.38.223,443,TCP,31,9586,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,40993,74.125.99.135,443,UDP,723,791133,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,54242,74.125.99.135,443,TCP,22,8028,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,58092,216.58.204.234,443,TCP,24,3313,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,52806,216.58.209.42,443,TCP,33,6984,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.101,56424,216.58.204.138,443,TCP,47,13779,N/A | androidplatformbackuprestore-pa.googleapis.com.,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.170,443,192.168.20.101,40603,UDP,1,113,playstoregatewayadapter-pa.googleapis.com. | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.101,54202,3.233.158.26,443,TCP,33,17280,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
104.18.32.42,443,192.168.20.101,46654,TCP,20,8751,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,55964,35.190.80.156,443,TCP,43,13642,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
104.18.32.42,443,192.168.20.101,46664,TCP,17,4611,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,33127,35.190.80.156,443,UDP,27,16099,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.101,56786,8.8.4.4,853,TCP,18,3180,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
104.18.32.42,443,192.168.20.101,59380,TCP,19,7402,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.32.47,443,192.168.20.101,47464,TCP,79,53702,ab.chatgpt.com. | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.32.47,443,192.168.20.101,47472,TCP,69,48285,ab.chatgpt.com. | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,44196,8.8.4.4,853,TCP,32,4320,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,45236,216.58.204.138,443,TCP,33,10145,N/A | androidplatformbackuprestore-pa.googleapis.com.,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
104.18.32.42,443,192.168.20.101,49746,TCP,23,6080,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,55230,3.233.158.26,443,TCP,21,11096,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
104.18.32.42,443,192.168.20.101,47624,TCP,19,7200,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,42200,8.8.4.4,853,TCP,23,7930,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,44330,216.239.36.223,443,TCP,23,7978,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
104.18.32.42,443,192.168.20.101,40594,TCP,17,4844,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.32.42,443,192.168.20.101,35310,TCP,18,5602,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,48000,3.233.158.26,443,TCP,22,11163,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.101,41160,8.8.4.4,853,TCP,23,7930,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
172.64.155.214,443,192.168.20.101,39488,TCP,17,4548,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
172.64.155.214,443,192.168.20.101,39068,TCP,17,4454,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,32780,8.8.4.4,853,TCP,17,3114,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
104.18.32.42,443,192.168.20.101,58746,TCP,17,4743,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.32.42,443,192.168.20.101,43562,TCP,19,7502,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,33216,3.233.158.26,443,TCP,22,10556,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
104.18.32.42,443,192.168.20.101,57480,TCP,21,8235,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,34150,8.8.4.4,853,TCP,17,3114,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.250.180.138,443,192.168.20.101,51446,UDP,42,29049,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
104.18.32.42,443,192.168.20.101,38828,TCP,19,4612,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,34162,8.8.4.4,853,TCP,19,3258,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,47212,3.166.81.72,443,TCP,25,7776,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
104.18.32.42,443,192.168.20.101,34712,TCP,21,7560,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,57116,3.233.158.26,443,TCP,32,15043,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
104.18.32.42,443,192.168.20.101,44298,TCP,19,4899,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
104.18.32.42,443,192.168.20.101,33646,TCP,20,8484,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,39750,8.8.4.4,853,TCP,18,3180,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.101,36399,216.58.204.238,443,UDP,171,143211,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
104.18.32.42,443,192.168.20.101,48554,TCP,17,4468,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,48540,8.8.4.4,853,TCP,17,3114,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
172.64.155.214,443,192.168.20.101,52854,TCP,17,4583,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
172.64.155.214,443,192.168.20.101,53086,TCP,21,9105,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,49262,3.233.158.26,443,TCP,25,10924,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
172.64.155.214,443,192.168.20.101,40762,TCP,18,5424,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
172.64.155.214,443,192.168.20.101,44264,TCP,17,4468,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.101,53302,8.8.4.4,853,TCP,11,2694,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.250.180.170,443,192.168.20.101,56932,UDP,35,25411,playstoregatewayadapter-pa.googleapis.com. | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
