IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
13.232.180.244,443,192.168.20.102,58768,TCP,31,13421,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
13.232.180.244,443,192.168.20.102,58780,TCP,32,12804,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
13.232.180.244,443,192.168.20.102,58796,TCP,29,11159,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.102,47607,216.58.204.131,443,UDP,32,26741,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
157.240.231.1,443,192.168.20.102,48126,UDP,211,168075,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
192.168.20.102,59032,216.58.209.40,443,TCP,377,314951,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,34387,216.58.209.40,443,UDP,29,27508,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,53006,20.250.198.32,443,TCP,26,10677,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,MSFT
192.168.20.102,50384,95.101.34.90,443,TCP,56,30221,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
151.101.65.140,443,192.168.20.102,41966,TCP,32,10754,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
162.159.152.17,443,192.168.20.102,52342,TCP,26,10580,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
162.159.153.247,443,192.168.20.102,42576,TCP,45,13741,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
151.101.129.229,443,192.168.20.102,50747,UDP,24,16462,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
157.240.231.35,443,192.168.20.102,39549,UDP,46,25366,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
142.251.143.170,443,192.168.20.102,43962,TCP,35,13048,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
151.101.1.140,443,192.168.20.102,37014,TCP,32,11025,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
151.101.129.140,443,192.168.20.102,35246,TCP,49,12961,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
13.107.213.60,443,192.168.20.102,52966,TCP,36,11531,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
192.168.20.102,48232,216.239.34.36,443,TCP,37,14149,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,48238,216.239.34.36,443,TCP,20,9095,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
150.171.22.12,443,192.168.20.102,60294,TCP,10,2494,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
150.171.22.12,443,192.168.20.102,60308,TCP,35,12055,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
150.171.22.12,443,192.168.20.102,60316,TCP,34,11584,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
172.171.87.38,443,192.168.20.102,37620,TCP,24,10686,N/A | N/A,N/A | N/A,N/A | N/A,cloud,IP Privato/Riservato
192.168.20.102,33212,192.178.203.95,443,UDP,39,30948,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
172.171.87.38,443,192.168.20.102,37632,TCP,68,53522,N/A | N/A,N/A | N/A,N/A | N/A,cloud,IP Privato/Riservato
142.251.19.94,443,192.168.20.102,44445,UDP,42,28714,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
172.171.87.38,443,192.168.20.102,53026,TCP,30,13155,N/A | N/A,N/A | N/A,N/A | N/A,cloud,IP Privato/Riservato
172.171.87.38,443,192.168.20.102,53034,TCP,24,9317,N/A | N/A,N/A | N/A,N/A | N/A,cloud,IP Privato/Riservato
192.168.20.102,51542,34.84.0.87,443,UDP,6,6583,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.102,37236,34.84.0.87,443,UDP,5,5288,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
192.168.20.102,55471,192.178.203.95,443,UDP,36,29367,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
157.240.231.35,443,192.168.20.102,59603,UDP,35,20408,N/A | N/A,N/A | N/A,N/A | N/A,THEFA-3,IP Privato/Riservato
142.251.140.110,443,192.168.20.102,45616,UDP,36,28743,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
151.101.193.229,443,192.168.20.102,54719,UDP,18,14085,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
142.251.19.94,443,192.168.20.102,53133,UDP,41,28459,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,35845,192.178.203.94,443,UDP,32,26981,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,38818,34.118.72.152,443,TCP,38,10057,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGL-2
162.159.153.247,443,192.168.20.102,39876,UDP,21,9993,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.102,52288,213.209.0.20,443,TCP,27,14015,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,IT-MATRIX-991115
142.251.27.94,443,192.168.20.102,54034,UDP,39,27708,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
172.171.87.38,443,192.168.20.102,44784,TCP,24,10895,N/A | N/A,N/A | N/A,N/A | N/A,cloud,IP Privato/Riservato
142.251.19.94,443,192.168.20.102,60598,UDP,41,24501,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,36246,192.178.202.102,443,UDP,40,28095,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,42041,216.58.209.33,443,UDP,26,20978,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.130,443,192.168.20.102,47418,UDP,39,24864,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,59467,216.58.209.40,443,UDP,43,19601,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,55672,216.239.34.157,443,TCP,71,33434,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,49486,8.8.4.4,443,TCP,33,11730,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,54509,216.58.204.129,443,UDP,39,24232,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,45143,216.58.204.129,443,UDP,33,18990,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,43211,192.178.204.94,443,UDP,231,213310,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,55684,216.239.34.157,443,TCP,108,76540,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,49494,8.8.4.4,443,TCP,33,11729,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,52526,216.58.204.138,443,UDP,43,28983,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,50538,45.60.1.60,443,TCP,901,620968,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,INCAPSULA-NET
